"estado";"candidato";"votos";"cargo";"ano";"turno";"partido";"candidato_name"
"R. G. do Sul";"Anthony Garotinho PSB (PGT-PTC)";709904;"Presidente";2002;"Turno 1";"PSB";"Anthony Garotinho PSB"
"M. G. do Sul";"Anthony Garotinho PSB (PGT-PTC)";170957;"Presidente";2002;"Turno 1";"PSB";"Anthony Garotinho PSB"
"Mato Grosso";"Anthony Garotinho PSB (PGT-PTC)";187598;"Presidente";2002;"Turno 1";"PSB";"Anthony Garotinho PSB"
"Goiás";"Anthony Garotinho PSB (PGT-PTC)";493038;"Presidente";2002;"Turno 1";"PSB";"Anthony Garotinho PSB"
"Distrito Federal";"Anthony Garotinho PSB (PGT-PTC)";220989;"Presidente";2002;"Turno 1";"PSB";"Anthony Garotinho PSB"
"Rondônia";"Ciro Gomes PPS PDT-PTB";60663;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Acre";"Ciro Gomes PPS PDT-PTB";43995;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Amazonas";"Ciro Gomes PPS PDT-PTB";160132;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Roraima";"Ciro Gomes PPS PDT-PTB";28063;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Pará";"Ciro Gomes PPS PDT-PTB";269687;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Amapá";"Ciro Gomes PPS PDT-PTB";34007;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Tocantins";"Ciro Gomes PPS PDT-PTB";46562;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Maranhão";"Ciro Gomes PPS PDT-PTB";455860;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Piauí";"Ciro Gomes PPS PDT-PTB";195854;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Ceará";"Ciro Gomes PPS PDT-PTB";1529623;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"R. G. do Norte";"Ciro Gomes PPS PDT-PTB";218880;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Paraíba";"Ciro Gomes PPS PDT-PTB";138789;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Pernambuco";"Ciro Gomes PPS PDT-PTB";235145;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Alagoas";"Ciro Gomes PPS PDT-PTB";168925;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Sergipe";"Ciro Gomes PPS PDT-PTB";133887;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Bahia";"Ciro Gomes PPS PDT-PTB";738949;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Minas Gerais";"Ciro Gomes PPS PDT-PTB";862231;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Espírito Santo";"Ciro Gomes PPS PDT-PTB";114308;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Rio de Janeiro";"Ciro Gomes PPS PDT-PTB";657725;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"São Paulo";"Ciro Gomes PPS PDT-PTB";2087617;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Paraná";"Ciro Gomes PPS PDT-PTB";409135;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Santa Catarina";"Ciro Gomes PPS PDT-PTB";217695;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"R. G. do Sul";"Ciro Gomes PPS PDT-PTB";588560;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"M. G. do Sul";"Ciro Gomes PPS PDT-PTB";145271;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Mato Grosso";"Ciro Gomes PPS PDT-PTB";181028;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Goiás";"Ciro Gomes PPS PDT-PTB";259088;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Distrito Federal";"Ciro Gomes PPS PDT-PTB";184558;"Presidente";2002;"Turno 1";"PPS";"Ciro Gomes PPS"
"Rondônia";"José Maria PSTU";2785;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Acre";"José Maria PSTU";366;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Amazonas";"José Maria PSTU";5216;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Roraima";"José Maria PSTU";693;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Pará";"José Maria PSTU";7584;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Amapá";"José Maria PSTU";1134;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Tocantins";"José Maria PSTU";881;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Maranhão";"José Maria PSTU";5985;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Piauí";"José Maria PSTU";1935;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Ceará";"José Maria PSTU";4456;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"R. G. do Norte";"José Maria PSTU";3720;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Paraíba";"José Maria PSTU";3863;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Pernambuco";"José Maria PSTU";8838;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Alagoas";"José Maria PSTU";3329;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Sergipe";"José Maria PSTU";4324;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Bahia";"José Maria PSTU";15847;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Minas Gerais";"José Maria PSTU";43881;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Espírito Santo";"José Maria PSTU";8140;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Rio de Janeiro";"José Maria PSTU";59244;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"São Paulo";"José Maria PSTU";130981;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Paraná";"José Maria PSTU";25900;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Santa Catarina";"José Maria PSTU";18678;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"R. G. do Sul";"José Maria PSTU";21930;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"M. G. do Sul";"José Maria PSTU";4144;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Mato Grosso";"José Maria PSTU";2585;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Goiás";"José Maria PSTU";8907;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Distrito Federal";"José Maria PSTU";6684;"Presidente";2002;"Turno 1";"PSTU";"José Maria PSTU"
"Rondônia";"Rui Pimenta PCO";170;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Acre";"Rui Pimenta PCO";50;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Amazonas";"Rui Pimenta PCO";296;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Roraima";"Rui Pimenta PCO";140;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Pará";"Rui Pimenta PCO";496;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Amapá";"Rui Pimenta PCO";62;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Tocantins";"Rui Pimenta PCO";130;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Maranhão";"Rui Pimenta PCO";788;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Piauí";"Rui Pimenta PCO";423;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Ceará";"Rui Pimenta PCO";652;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"R. G. do Norte";"Rui Pimenta PCO";514;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Paraíba";"Rui Pimenta PCO";666;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Pernambuco";"Rui Pimenta PCO";922;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Alagoas";"Rui Pimenta PCO";427;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Sergipe";"Rui Pimenta PCO";360;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Bahia";"Rui Pimenta PCO";2942;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Minas Gerais";"Rui Pimenta PCO";6264;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Espírito Santo";"Rui Pimenta PCO";1177;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Rio de Janeiro";"Rui Pimenta PCO";4696;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"São Paulo";"Rui Pimenta PCO";8814;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Paraná";"Rui Pimenta PCO";2044;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Santa Catarina";"Rui Pimenta PCO";1423;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"R. G. do Sul";"Rui Pimenta PCO";2729;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"M. G. do Sul";"Rui Pimenta PCO";393;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Mato Grosso";"Rui Pimenta PCO";314;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Goiás";"Rui Pimenta PCO";827;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Distrito Federal";"Rui Pimenta PCO";797;"Presidente";2002;"Turno 1";"PCO";"Rui Pimenta PCO"
"Rondônia";"Lula(PT)";334264;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Acre";"Lula(PT)";140363;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Amazonas";"Lula(PT)";722034;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Roraima";"Lula(PT)";104087;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Pará";"Lula(PT)";1317472;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Amapá";"Lula(PT)";171850;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Tocantins";"Lula(PT)";288405;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Maranhão";"Lula(PT)";1229559;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Piauí";"Lula(PT)";824412;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Ceará";"Lula(PT)";2497143;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"R. G. do Norte";"Lula(PT)";781947;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Paraíba";"Lula(PT)";984944;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Pernambuco";"Lula(PT)";2198673;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Alagoas";"Lula(PT)";477009;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Sergipe";"Lula(PT)";490989;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Bahia";"Lula(PT)";3710900;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Minas Gerais";"Lula(PT)";6384690;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Espírito Santo";"Lula(PT)";944172;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Rio de Janeiro";"Lula(PT)";6318104;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"São Paulo";"Lula(PT)";11264282;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Paraná";"Lula(PT)";2929427;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Santa Catarina";"Lula(PT)";1914684;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"R. G. do Sul";"Lula(PT)";3297354;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"M. G. do Sul";"Lula(PT)";593939;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Mato Grosso";"Lula(PT)";649100;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Goiás";"Lula(PT)";1424236;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Distrito Federal";"Lula(PT)";777708;"Presidente";2002;"Turno 2";"PT";"Luiz Inácio"
"Rondônia";"José Serra (PSDB) ";267320;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Acre";"José Serra (PSDB) ";93803;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Amazonas";"José Serra (PSDB) ";311175;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Roraima";"José Serra (PSDB) ";54692;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Pará";"José Serra (PSDB) ";1184624;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Amapá";"José Serra (PSDB) ";55723;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Tocantins";"José Serra (PSDB) ";245349;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Maranhão";"José Serra (PSDB) ";872880;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Piauí";"José Serra (PSDB) ";532715;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Ceará";"José Serra (PSDB) ";981609;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"R. G. do Norte";"José Serra (PSDB) ";551628;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Paraíba";"José Serra (PSDB) ";742486;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Pernambuco";"José Serra (PSDB) ";1654132;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Alagoas";"José Serra (PSDB) ";616902;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Sergipe";"José Serra (PSDB) ";362923;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Bahia";"José Serra (PSDB) ";1937780;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Minas Gerais";"José Serra (PSDB) ";3223960;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Espírito Santo";"José Serra (PSDB) ";646494;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Rio de Janeiro";"José Serra (PSDB) ";1682472;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"São Paulo";"José Serra (PSDB) ";9073187;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Paraná";"José Serra (PSDB) ";2017198;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Santa Catarina";"José Serra (PSDB) ";1070502;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"R. G. do Sul";"José Serra (PSDB) ";2608109;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"M. G. do Sul";"José Serra (PSDB) ";483196;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Mato Grosso";"José Serra (PSDB) ";542695;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Goiás";"José Serra (PSDB) ";1071070;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Distrito Federal";"José Serra (PSDB) ";471485;"Presidente";2002;"Turno 2";"PSDB";"José Serra"
"Rondônia";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";329598;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Acre";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";133221;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Amazonas";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";1070656;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Roraima";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";49433;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Pará";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";1631569;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Amapá";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";160675;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Tocantins";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";392151;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Maranhão";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";2128103;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Piauí";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";1055600;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Ceará";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";2852895;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"R. G. do Norte";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";952796;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Paraíba";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";1258341;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Pernambuco";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";2993618;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Alagoas";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";625162;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Sergipe";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";476399;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Bahia";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";4293200;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Minas Gerais";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";5192439;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Espirito Santo";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";953609;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Rio de Janeiro ";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";4092648;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"São Paulo";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";8091867;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Paraná";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";2111589;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Santa Catarina";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";1108851;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"R. G. do Sul";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";2052656;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Mato Grosso";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";557244;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Mato Grosso do Sul";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";439965;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Goiás";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";1143122;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Distrito Federal";" Luiz Inácio Lula da Silva PT (PRB-PCdoB)";499407;"Presidente";2006;"Turno 1";"PT";"Luiz Inácio"
"Rondônia";"Geraldo Alckmin PSDB (PFL)";344096;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Acre";"Geraldo Alckmin PSDB (PFL)";161889;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Amazonas";"Geraldo Alckmin PSDB (PFL)";170785;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Roraima";"Geraldo Alckmin PSDB (PFL)";112908;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Pará";"Geraldo Alckmin PSDB (PFL)";1310437;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Amapá";"Geraldo Alckmin PSDB (PFL)";95070;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Tocantins";"Geraldo Alckmin PSDB (PFL)";249544;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Maranhão";"Geraldo Alckmin PSDB (PFL)";530164;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Piauí";"Geraldo Alckmin PSDB (PFL)";440063;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Ceará";"Geraldo Alckmin PSDB (PFL)";912726;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"R. G. do Norte";"Geraldo Alckmin PSDB (PFL)";499934;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Paraíba";"Geraldo Alckmin PSDB (PFL)";537042;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Pernambuco";"Geraldo Alckmin PSDB (PFL)";964730;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Alagoas";"Geraldo Alckmin PSDB (PFL)";506722;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Sergipe";"Geraldo Alckmin PSDB (PFL)";446454;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Bahia";"Geraldo Alckmin PSDB (PFL)";1676484;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Minas Gerais";"Geraldo Alckmin PSDB (PFL)";4151507;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Espirito Santo";"Geraldo Alckmin PSDB (PFL)";668792;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Rio de Janeiro ";"Geraldo Alckmin PSDB (PFL)";2402076;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"São Paulo";"Geraldo Alckmin PSDB (PFL)";11927802;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Paraná";"Geraldo Alckmin PSDB (PFL)";2953572;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Santa Catarina";"Geraldo Alckmin PSDB (PFL)";1889277;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"R. G. do Sul";"Geraldo Alckmin PSDB (PFL)";3460730;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Mato Grosso";"Geraldo Alckmin PSDB (PFL)";790320;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Mato Grosso do Sul";"Geraldo Alckmin PSDB (PFL)";687583;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Goiás";"Geraldo Alckmin PSDB (PFL)";1465628;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Distrito Federal";"Geraldo Alckmin PSDB (PFL)";594521;"Presidente";2006;"Turno 1";"PSDB";"Geraldo Alckmin"
"Rondônia";"Heloísa Helena PSOL (PSTU)";40753;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Acre";"Heloísa Helena PSOL (PSTU)";13082;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Amazonas";"Heloísa Helena PSOL (PSTU)";90479;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Roraima";"Heloísa Helena PSOL (PSTU)";22034;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Pará";"Heloísa Helena PSOL (PSTU)";149278;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Amapá";"Heloísa Helena PSOL (PSTU)";29711;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Tocantins";"Heloísa Helena PSOL (PSTU)";15989;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Maranhão";"Heloísa Helena PSOL (PSTU)";80749;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Piauí";"Heloísa Helena PSOL (PSTU)";38867;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Ceará";"Heloísa Helena PSOL (PSTU)";148886;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"R. G. do Norte";"Heloísa Helena PSOL (PSTU)";81185;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Paraíba";"Heloísa Helena PSOL (PSTU)";80351;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Pernambuco";"Heloísa Helena PSOL (PSTU)";157966;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Alagoas";"Heloísa Helena PSOL (PSTU)";178557;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Sergipe";"Heloísa Helena PSOL (PSTU)";62544;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Bahia";"Heloísa Helena PSOL (PSTU)";276325;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Minas Gerais";"Heloísa Helena PSOL (PSTU)";579920;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Espirito Santo";"Heloísa Helena PSOL (PSTU)";107172;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Rio de Janeiro ";"Heloísa Helena PSOL (PSTU)";1425699;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"São Paulo";"Heloísa Helena PSOL (PSTU)";1558639;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Paraná";"Heloísa Helena PSOL (PSTU)";301688;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Santa Catarina";"Heloísa Helena PSOL (PSTU)";220431;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"R. G. do Sul";"Heloísa Helena PSOL (PSTU)";439959;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Mato Grosso";"Heloísa Helena PSOL (PSTU)";59201;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Mato Grosso do Sul";"Heloísa Helena PSOL (PSTU)";68112;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Goiás";"Heloísa Helena PSOL (PSTU)";179102;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Distrito Federal";"Heloísa Helena PSOL (PSTU)";165420;"Presidente";2006;"Turno 1";"PSOL";"Heloísa Helena PSOL"
"Rondônia";"Cristóvão Buarque PDT";14685;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Acre";"Cristóvão Buarque PDT";3617;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Amazonas";"Cristóvão Buarque PDT";36329;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Roraima";"Cristóvão Buarque PDT";3956;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Pará";"Cristóvão Buarque PDT";53059;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Amapá";"Cristóvão Buarque PDT";9157;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Tocantins";"Cristóvão Buarque PDT";9802;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
