"estado";"candidato";"votos";"cargo";"ano";"turno";"partido";"candidato_name"
"Maranhão";"Cristóvão Buarque PDT";72815;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Piauí";"Cristóvão Buarque PDT";30812;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Ceará";"Cristóvão Buarque PDT";78353;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"R. G. do Norte";"Cristóvão Buarque PDT";43690;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Paraíba";"Cristóvão Buarque PDT";45397;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Pernambuco";"Cristóvão Buarque PDT";90445;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Alagoas";"Cristóvão Buarque PDT";27172;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Sergipe";"Cristóvão Buarque PDT";17916;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Bahia";"Cristóvão Buarque PDT";174313;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Minas Gerais";"Cristóvão Buarque PDT";272152;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Espirito Santo";"Cristóvão Buarque PDT";66097;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Rio de Janeiro ";"Cristóvão Buarque PDT";372370;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"São Paulo";"Cristóvão Buarque PDT";385119;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Paraná";"Cristóvão Buarque PDT";190452;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Santa Catarina";"Cristóvão Buarque PDT";109876;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"R. G. do Sul";"Cristóvão Buarque PDT";239437;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Mato Grosso";"Cristóvão Buarque PDT";31457;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Mato Grosso do Sul";"Cristóvão Buarque PDT";24245;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Goiás";"Cristóvão Buarque PDT";51445;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Distrito Federal";"Cristóvão Buarque PDT";82854;"Presidente";2006;"Turno 1";"PDT";"Cristóvão Buarque"
"Rondônia";"Ana Maria Rangel PRP";1116;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Acre";"Ana Maria Rangel PRP";491;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Amazonas";"Ana Maria Rangel PRP";1806;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Roraima";"Ana Maria Rangel PRP";454;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Pará";"Ana Maria Rangel PRP";3626;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Amapá";"Ana Maria Rangel PRP";418;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Tocantins";"Ana Maria Rangel PRP";932;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Maranhão";"Ana Maria Rangel PRP";3605;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Piauí";"Ana Maria Rangel PRP";1960;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Ceará";"Ana Maria Rangel PRP";5664;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"R. G. do Norte";"Ana Maria Rangel PRP";3860;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Paraíba";"Ana Maria Rangel PRP";2926;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Pernambuco";"Ana Maria Rangel PRP";4966;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Alagoas";"Ana Maria Rangel PRP";2073;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Sergipe";"Ana Maria Rangel PRP";1915;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Bahia";"Ana Maria Rangel PRP";9851;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Minas Gerais";"Ana Maria Rangel PRP";14155;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Espirito Santo";"Ana Maria Rangel PRP";2805;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Rio de Janeiro ";"Ana Maria Rangel PRP";14136;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"São Paulo";"Ana Maria Rangel PRP";18927;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Paraná";"Ana Maria Rangel PRP";7434;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Santa Catarina";"Ana Maria Rangel PRP";5318;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"R. G. do Sul";"Ana Maria Rangel PRP";7658;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Mato Grosso";"Ana Maria Rangel PRP";1846;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Mato Grosso do Sul";"Ana Maria Rangel PRP";1551;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Goiás";"Ana Maria Rangel PRP";3907;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Distrito Federal";"Ana Maria Rangel PRP";2367;"Presidente";2006;"Turno 1";"PRP";"Ana Maria"
"Rondônia";"José Maria Eymael PSDC";615;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Acre";"José Maria Eymael PSDC";236;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Amazonas";"José Maria Eymael PSDC";788;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Roraima";"José Maria Eymael PSDC";145;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Pará";"José Maria Eymael PSDC";1445;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Amapá";"José Maria Eymael PSDC";166;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Tocantins";"José Maria Eymael PSDC";216;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Maranhão";"José Maria Eymael PSDC";1383;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Piauí";"José Maria Eymael PSDC";517;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Ceará";"José Maria Eymael PSDC";2633;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"R. G. do Norte";"José Maria Eymael PSDC";897;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Paraíba";"José Maria Eymael PSDC";1144;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Pernambuco";"José Maria Eymael PSDC";2298;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Alagoas";"José Maria Eymael PSDC";380;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Sergipe";"José Maria Eymael PSDC";590;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Bahia";"José Maria Eymael PSDC";5565;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Minas Gerais";"José Maria Eymael PSDC";5164;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Espirito Santo";"José Maria Eymael PSDC";927;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Rio de Janeiro ";"José Maria Eymael PSDC";9256;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"São Paulo";"José Maria Eymael PSDC";15710;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Paraná";"José Maria Eymael PSDC";3086;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Santa Catarina";"José Maria Eymael PSDC";1895;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"R. G. do Sul";"José Maria Eymael PSDC";3602;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Mato Grosso";"José Maria Eymael PSDC";895;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Mato Grosso do Sul";"José Maria Eymael PSDC";520;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Goiás";"José Maria Eymael PSDC";1372;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Distrito Federal";"José Maria Eymael PSDC";1718;"Presidente";2006;"Turno 1";"PSDC";"José Maria"
"Rondônia";"Luciano Bivar PSL";557;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Acre";"Luciano Bivar PSL";70;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Amazonas";"Luciano Bivar PSL";665;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Roraima";"Luciano Bivar PSL";92;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Pará";"Luciano Bivar PSL";1262;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Amapá";"Luciano Bivar PSL";182;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Tocantins";"Luciano Bivar PSL";294;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Maranhão";"Luciano Bivar PSL";1779;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Piauí";"Luciano Bivar PSL";1134;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Ceará";"Luciano Bivar PSL";4341;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"R. G. do Norte";"Luciano Bivar PSL";1183;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Paraíba";"Luciano Bivar PSL";1453;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Pernambuco";"Luciano Bivar PSL";6321;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Alagoas";"Luciano Bivar PSL";649;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Sergipe";"Luciano Bivar PSL";647;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Bahia";"Luciano Bivar PSL";5319;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Minas Gerais";"Luciano Bivar PSL";5236;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Espirito Santo";"Luciano Bivar PSL";992;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Rio de Janeiro ";"Luciano Bivar PSL";6348;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"São Paulo";"Luciano Bivar PSL";10979;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Paraná";"Luciano Bivar PSL";3597;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Santa Catarina";"Luciano Bivar PSL";1974;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"R. G. do Sul";"Luciano Bivar PSL";2699;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Mato Grosso";"Luciano Bivar PSL";673;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Mato Grosso do Sul";"Luciano Bivar PSL";486;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Goiás";"Luciano Bivar PSL";1485;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Distrito Federal";"Luciano Bivar PSL";1518;"Presidente";2006;"Turno 1";"PSL";"Luciano Bivar PSL"
"Rondônia";"Rui Costa Pimenta PCO";121;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Acre";"Rui Costa Pimenta PCO";35;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Amazonas";"Rui Costa Pimenta PCO";161;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Roraima";"Rui Costa Pimenta PCO";90;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Pará";"Rui Costa Pimenta PCO";152;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Amapá";"Rui Costa Pimenta PCO";33;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Tocantins";"Rui Costa Pimenta PCO";47;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Maranhão";"Rui Costa Pimenta PCO";330;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Piauí";"Rui Costa Pimenta PCO";212;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Ceará";"Rui Costa Pimenta PCO";613;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"R. G. do Norte";"Rui Costa Pimenta PCO";224;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Paraíba";"Rui Costa Pimenta PCO";464;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Pernambuco";"Rui Costa Pimenta PCO";576;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Alagoas";"Rui Costa Pimenta PCO";177;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Sergipe";"Rui Costa Pimenta PCO";147;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Bahia";"Rui Costa Pimenta PCO";1407;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Minas Gerais";"Rui Costa Pimenta PCO";4273;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Espirito Santo";"Rui Costa Pimenta PCO";624;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Rio de Janeiro ";"Rui Costa Pimenta PCO";4106;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"São Paulo";"Rui Costa Pimenta PCO";4973;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Paraná";"Rui Costa Pimenta PCO";1321;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Santa Catarina";"Rui Costa Pimenta PCO";843;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"R. G. do Sul";"Rui Costa Pimenta PCO";3315;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Mato Grosso";"Rui Costa Pimenta PCO";172;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Mato Grosso do Sul";"Rui Costa Pimenta PCO";132;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Goiás";"Rui Costa Pimenta PCO";33;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Distrito Federal";"Rui Costa Pimenta PCO";765;"Presidente";2006;"Turno 1";"PCO";"Rui Costa"
"Rondônia";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";397327;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Acre";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";151584;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Amazonas";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";1159709;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Roraima";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";66932;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Pará";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";1840154;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Amapá";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";191698;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Tocantins";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";447849;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Maranhão";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";2280520;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Piauí";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";1216842;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Ceará";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";3394007;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"R. G. do Norte";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";1099150;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Paraíba";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";1478378;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Pernambuco";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";3260996;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Alagoas";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";822505;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Sergipe";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";611337;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Bahia";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";5188314;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Minas Gerais";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";6808417;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Espirito Santo";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";1190459;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Rio de Janeiro ";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";5532284;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"São Paulo";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";10684776;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Paraná";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";2663423;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Santa Catarina";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";1481344;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"R. G. do Sul";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";2811658;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"M. G. do Sul";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";535966;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Mato Grosso";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";711177;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Goiás";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";1485280;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Distrito Federal";"Luiz Inácio Lula da Silva PT (PRB-PCdoB)";765008;"Presidente";2006;"Turno 2";"PT";"Luiz Inácio"
"Rondônia";"Geraldo Alckimin PSDB (PFL)";320806;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Acre";"Geraldo Alckimin PSDB (PFL)";137911;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Amazonas";"Geraldo Alckimin PSDB (PFL)";176338;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Roraima";"Geraldo Alckimin PSDB (PFL)";106890;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Pará";"Geraldo Alckimin PSDB (PFL)";1220564;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Amapá";"Geraldo Alckimin PSDB (PFL)";80601;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Tocantins";"Geraldo Alckimin PSDB (PFL)";189491;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Maranhão";"Geraldo Alckimin PSDB (PFL)";414108;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Piauí";"Geraldo Alckimin PSDB (PFL)";356879;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Ceará";"Geraldo Alckimin PSDB (PFL)";725990;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"R. G. do Norte";"Geraldo Alckimin PSDB (PFL)";477212;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Paraíba";"Geraldo Alckimin PSDB (PFL)";492524;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Pernambuco";"Geraldo Alckimin PSDB (PFL)";894062;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Alagoas";"Geraldo Alckimin PSDB (PFL)";516059;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Sergipe";"Geraldo Alckimin PSDB (PFL)";404897;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Bahia";"Geraldo Alckimin PSDB (PFL)";1456417;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Minas Gerais";"Geraldo Alckimin PSDB (PFL)";3635228;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Espirito Santo";"Geraldo Alckimin PSDB (PFL)";625852;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Rio de Janeiro ";"Geraldo Alckimin PSDB (PFL)";2406487;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"São Paulo";"Geraldo Alckimin PSDB (PFL)";11696938;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Paraná";"Geraldo Alckimin PSDB (PFL)";2744697;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Santa Catarina";"Geraldo Alckimin PSDB (PFL)";1776776;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"R. G. do Sul";"Geraldo Alckimin PSDB (PFL)";3485916;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"M. G. do Sul";"Geraldo Alckimin PSDB (PFL)";655491;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Mato Grosso";"Geraldo Alckimin PSDB (PFL)";719984;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Goiás";"Geraldo Alckimin PSDB (PFL)";1226011;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Distrito Federal";"Geraldo Alckimin PSDB (PFL)";578137;"Presidente";2006;"Turno 2";"PSDB";"Geraldo Alckimin"
"Rondônia";"Dilma Rousseff (PT)";321712;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Acre";"Dilma Rousseff (PT)";82733;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Amazonas";"Dilma Rousseff (PT)";991128;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Roraima";"Dilma Rousseff (PT)";63927;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Pará";"Dilma Rousseff (PT)";1699799;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Amapá";"Dilma Rousseff (PT)";161443;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Tocantins";"Dilma Rousseff (PT)";362383;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Maranhão";"Dilma Rousseff (PT)";2079650;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Piauí";"Dilma Rousseff (PT)";1088205;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Ceará";"Dilma Rousseff (PT)";2783451;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"R. G. do Norte";"Dilma Rousseff (PT)";846416;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Paraíba";"Dilma Rousseff (PT)";1031185;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Pernambuco";"Dilma Rousseff (PT)";2748751;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Alagoas";"Dilma Rousseff (PT)";709844;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Sergipe";"Dilma Rousseff (PT)";506802;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Bahia";"Dilma Rousseff (PT)";4188099;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Minas Gerais";"Dilma Rousseff (PT)";5067399;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Espirito Santo";"Dilma Rousseff (PT)";717417;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Rio de Janeiro ";"Dilma Rousseff (PT)";3739632;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"São Paulo";"Dilma Rousseff (PT)";8740949;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Paraná";"Dilma Rousseff (PT)";2311239;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Santa Catarina";"Dilma Rousseff (PT)";1402566;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"R. G. do Sul";"Dilma Rousseff (PT)";3007263;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"M. G. do Sul";"Dilma Rousseff (PT)";518877;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Mato Grosso";"Dilma Rousseff (PT)";659771;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Goiás";"Dilma Rousseff (PT)";1301985;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Distrito Federal";"Dilma Rousseff (PT)";462441;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"TOTAL";"Dilma Rousseff (PT)";47595067;"Presidente";2010;"Turno 1";"PT";"Dilma Rousseff"
"Rondônia";"José Serra (PSDB)";358435;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Acre";"José Serra (PSDB)";180252;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Amazonas";"José Serra (PSDB)";129190;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Roraima";"José Serra (PSDB)";113601;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Pará";"José Serra (PSDB)";1336887;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Amapá";"José Serra (PSDB)";72774;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Tocantins";"José Serra (PSDB)";198979;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Maranhão";"José Serra (PSDB)";444145;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Piauí";"José Serra (PSDB)";339445;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Ceará";"José Serra (PSDB)";686891;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"R. G. do Norte";"José Serra (PSDB)";460107;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Paraíba";"José Serra (PSDB)";551053;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Pernambuco";"José Serra (PSDB)";773374;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Alagoas";"José Serra (PSDB)";508232;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Sergipe";"José Serra (PSDB)";404584;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Bahia";"José Serra (PSDB)";1403153;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Minas Gerais";"José Serra (PSDB)";3317872;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Espirito Santo";"José Serra (PSDB)";682590;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Rio de Janeiro ";"José Serra (PSDB)";1925166;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"São Paulo";"José Serra (PSDB)";9524050;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Paraná";"José Serra (PSDB)";2607664;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Santa Catarina";"José Serra (PSDB)";1658161;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"R. G. do Sul";"José Serra (PSDB)";2600389;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"M. G. do Sul";"José Serra (PSDB)";551296;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Mato Grosso";"José Serra (PSDB)";678614;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
"Goiás";"José Serra (PSDB)";1217203;"Presidente";2010;"Turno 1";"PSDB";"José Serra"
